state,yr,hcci_hl_cat,spend_pm,oop_pm,adj_price,adj_util_1k,price,util_1k,case_mix_index,spend_annual,oop_annual,util_annual,adj_util_annual,price_annual,adj_price_annual,case_mix_annual,spend_cmltv,oop_cmltv,util_cmltv,adj_util_cmltv,price_cmltv,adj_price_cmltv,case_mix_cmltv
MS,2017,Total,5384.850952,1014.016739,,,,,,0.036974616,0.043252036,0.003673435,-0.005042854,0.03377897,0.043391544,-0.008533875,0.13776048,0.084146798,-0.003390608,0.000240367,0.143409768,0.141226787,0.00597682
MT,2013,Total,4748.034729,797.0906868,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
MT,2014,Total,4918.554993,812.182251,,,,,,0.035913862,0.018933309,-0.003728806,0.000431829,0.041811339,0.037202598,0.004250011,0.035913862,0.018933309,-0.003728806,0.000431829,0.041811339,0.037202598,0.004250011
MT,2015,Total,5257.842712,847.324646,,,,,,0.068981178,0.043269102,0.012912415,0.002222005,0.060235534,0.070118911,-0.009818891,0.10737242,0.063021637,0.009406699,0.002601177,0.099366465,0.105716341,-0.005782128
MT,2016,Total,5147.441284,845.4253464,,,,,,-0.020997476,-0.002241525,-0.049610897,-0.029773258,0.032850297,0.010963039,0.022268856,0.084120393,0.060638845,-0.039329278,-0.026427187,0.134874942,0.116718974,0.016242274
MT,2017,Total,5335.899048,873.4000053,,,,,,0.03661193,0.033089448,0.025778052,0.029465367,0.01320861,0.007731868,0.004873806,0.12381214,0.095734805,-0.017273689,0.00203561,0.148691742,0.124950759,0.020387412
NC,2013,Total,4861.832214,847.0162201,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
NC,2014,Total,4933.322205,863.0534401,,,,,,0.014704331,0.018933782,-0.027766992,-0.024569537,0.043960661,0.040551947,0.003387828,0.014704331,0.018933782,-0.027766992,-0.024569537,0.043960661,0.040551947,0.003387828
NC,2015,Total,5196.022217,885.2919083,,,,,,0.053250123,0.025767198,0.008645611,0.013767414,0.044122836,0.03881958,0.005252127,0.068737462,0.045188848,-0.019310787,-0.011153568,0.089897642,0.080985126,0.008721682
NC,2016,Total,5400.233276,930.4814606,,,,,,0.039301421,0.051044803,0.005545685,0.006800588,0.034051269,0.032561133,0.001697768,0.11074036,0.098540306,-0.013843376,-0.004553951,0.127378792,0.116824904,0.010875117
NC,2017,Total,5531.719849,954.8737488,,,,,,0.024348313,0.026214696,0.010587919,0.004396202,0.012909527,0.018917194,-0.005911819,0.13778502,0.12733822,-0.002958035,-0.000352231,0.142227521,0.138526412,0.005029825
ND,2013,Total,4617.812073,824.8644943,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
ND,2014,Total,4655.447327,846.3367157,,,,,,0.008150019,0.026031211,-0.01423226,-0.004565014,0.025875214,0.015935195,0.009772632,0.008150019,0.026031211,-0.01423226,-0.004565014,0.025875214,0.015935195,0.009772632
ND,2015,Total,4863.234314,849.1452942,,,,,,0.044633087,0.003318512,-0.010441049,-0.023099594,0.058292628,0.071586209,-0.012819944,0.053146865,0.029436108,-0.025487953,-0.027786958,0.086705183,0.089011591,-0.003066033
ND,2016,Total,5846.3573,902.9911194,,,,,,0.20215414,0.063411795,0.076328047,0.124510904,0.122395198,0.072274341,0.044884891,0.26604488,0.094714493,0.049408308,0.089616446,0.215026714,0.168313269,0.040003378
ND,2017,Total,6131.417847,998.3721237,,,,,,0.04875866,0.10562784,0.037890466,0.021495557,0.013744524,0.029516641,-0.016522076,0.32777554,0.21034683,0.088725829,0.111058381,0.226094244,0.201146499,0.021816345
NE,2013,Total,4929.858459,855.2434349,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
NE,2014,Total,5121.326233,892.923996,,,,,,0.03883839,0.044058286,-0.002524655,0.001448551,0.042385251,0.038253243,0.00405813,0.03883839,0.044058286,-0.002524655,0.001448551,0.042385251,0.038253243,0.00405813
NE,2015,Total,5306.999268,918.2265282,,,,,,0.036254872,0.028336715,0.004369762,0.007570332,0.032500057,0.02922996,0.003298262,0.076501347,0.073643468,0.001819372,0.008883925,0.076615946,0.069111732,0.00745204
NE,2016,Total,5534.398438,967.442585,,,,,,0.042848919,0.053599037,0.015373765,0.013742499,0.026888065,0.028520902,-0.001551848,0.12262826,0.13118972,0.017530059,0.022908596,0.106516879,0.100727786,0.005995273
NE,2017,Total,5771.612671,1012.308254,,,,,,0.042861793,0.046375535,-0.003126764,-0.002393948,0.047422419,0.046594833,0.000893732,0.17074612,0.18364926,0.014991605,0.020716256,0.15737012,0.150615048,0.007161689
NH,2013,Total,5546.502991,797.5183182,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
NH,2014,Total,5772.850342,848.5740547,,,,,,0.04080902,0.064018264,-0.012979181,-0.005951607,0.055670037,0.048640902,0.006894554,0.04080902,0.064018264,-0.012979181,-0.005951607,0.055670037,0.048640902,0.006894554
NH,2015,Total,5897.969238,884.7031593,,,,,,0.021673677,0.042576253,-0.012910128,0.006938399,0.034866827,0.014625267,0.020166864,0.063367181,0.10932017,-0.025658124,0.001039017,0.092485534,0.064131354,0.027249479
NH,2016,Total,6411.731567,952.7234955,,,,,,0.087108344,0.076884925,0.021283438,0.036509035,0.06430372,0.048595674,0.015075197,0.15599534,0.19461018,-0.004804535,0.037922183,0.163399041,0.11691357,0.042606612
NH,2017,Total,6720.023315,1004.1661,,,,,,0.048082449,0.053995315,0.010587963,0.012041377,0.037233313,0.035795121,0.001377037,0.21157841,0.25911352,0.005221794,0.049442724,0.206350014,0.156423837,0.043997658
NJ,2013,Total,5480.78302,779.9230194,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
NJ,2014,Total,5670.252686,799.2129059,,,,,,0.034569819,0.024733065,-0.01543901,-0.016238311,0.050451549,0.051084423,-0.000662198,0.034569819,0.024733065,-0.01543901,-0.016238311,0.050451549,0.051084423,-0.000662198
NJ,2015,Total,5871.930908,828.1774139,,,,,,0.035567768,0.036241293,-0.011469905,-0.004674296,0.047145875,0.039896204,0.007005479,0.071367152,0.061870713,-0.026434079,-0.020774235,0.100562318,0.093530335,0.006384356
NJ,2016,Total,6204.665894,848.3682709,,,,,,0.056665342,0.02437987,0.016700625,0.023229417,0.039572303,0.032751653,0.006548132,0.13207655,0.087758981,-0.009553673,0.002200436,0.144556031,0.12951366,0.013083272
NJ,2017,Total,6401.834717,862.472477,,,,,,0.031777509,0.016625099,-0.002587893,-0.0005631,0.034916337,0.032783743,0.002042901,0.16805111,0.10584308,-0.011701392,0.001961168,0.183973756,0.166167066,0.015094791
NM,2013,Total,4592.203308,760.5652084,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
NM,2014,Total,4784.762878,797.3000298,,,,,,0.041931849,0.048299372,0.004785873,-0.002699642,0.03784493,0.046203969,-0.007145939,0.041931849,0.048299372,0.004785873,-0.002699642,0.03784493,0.046203969,-0.007145939
NM,2015,Total,4898.516296,803.3293381,,,,,,0.023774097,0.007562157,-0.025494857,-0.017511877,0.050842579,0.042300882,0.008430523,0.066702835,0.056226775,-0.020750668,-0.020159485,0.090799426,0.090717418,0.001404726
NM,2016,Total,5439.753235,850.0461807,,,,,,0.11048997,0.058154035,0.015781607,0.03558101,0.094797386,0.07318821,0.019878046,0.1845628,0.11765063,-0.004968249,0.014984243,0.193844713,0.169480339,0.021735321
NM,2017,Total,5408.175476,879.7202301,,,,,,-0.005804998,0.034908749,0.00306082,-0.005928239,-0.00331213,0.00305552,-0.006850605,0.17768642,0.15666641,0.000417171,0.009728471,0.185840368,0.17189228,0.01499638
NV,2013,Total,4279.235535,741.0906792,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
NV,2014,Total,4530.539612,764.0254745,,,,,,0.058726396,0.030947354,-0.027283098,-0.013242321,0.090434415,0.074092885,0.014720078,0.058726396,0.030947354,-0.027283098,-0.013242321,0.090434415,0.074092885,0.014720078
NV,2015,Total,4626.080383,790.5474968,,,,,,0.021088166,0.034713533,-0.028232038,-0.035729403,0.051403824,0.059369086,-0.007634875,0.081052996,0.066735178,-0.054721939,-0.04860794,0.14622858,0.138150256,0.006864428
NV,2016,Total,4806.050171,801.5763168,,,,,,0.0389033,0.013950863,0.001512771,0.006853147,0.037764123,0.032099434,0.0056387,0.12310952,0.08161705,-0.053613962,-0.042193253,0.188550524,0.174915671,0.012473453
NV,2017,Total,5027.621155,832.9364243,,,,,,0.046102513,0.039123047,0.011772674,0.008176267,0.033864276,0.037598254,-0.003528291,0.17488769,0.12393321,-0.042315394,-0.034322715,0.228308823,0.219307333,0.008970732
NY,2013,Total,4981.963806,709.3516426,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
NY,2014,Total,5230.506104,753.3270226,,,,,,0.049888417,0.061993767,-0.00614223,-0.002697913,0.058038301,0.054283833,0.003526581,0.049888417,0.061993767,-0.00614223,-0.002697913,0.058038301,0.054283833,0.003526581
NY,2015,Total,5565.459106,810.3720322,,,,,,0.064038351,0.075724095,-0.000933037,0.005986177,0.065584593,0.05817121,0.007020756,0.11712155,0.14241229,-0.006788414,0.00340741,0.128457883,0.116640879,0.010581221
NY,2016,Total,5951.419678,851.0967255,,,,,,0.069349281,0.050254319,0.018650853,0.026274844,0.049927001,0.04215104,0.007469207,0.19459312,0.19982344,0.011964052,0.029997333,0.185314503,0.164334929,0.018151764
NY,2017,Total,6335.042969,850.4500008,,,,,,0.064459123,-0.000759872,0.010346132,0.01488099,0.054034942,0.048846333,0.004853819,0.27159554,0.19891173,0.02246431,0.045203057,0.250782661,0.222188812,0.023296967
OH,2013,Total,4940.153442,805.5804176,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
OH,2014,Total,5107.528564,841.034256,,,,,,0.03388055,0.044010304,-0.011383708,-0.011620343,0.046430947,0.046714649,-8.29062E-05,0.03388055,0.044010304,-0.011383708,-0.011620343,0.046430947,0.046714649,-8.29062E-05
OH,2015,Total,5358.688293,883.2372169,,,,,,0.049174417,0.050179835,-0.006539861,-0.000762999,0.056503597,0.050325082,0.005911547,0.084721021,0.09639857,-0.017691007,-0.012302791,0.105704587,0.09986618,0.005897276
OH,2016,Total,5685.454346,934.1831436,,,,,,0.060978737,0.057680909,0.007469387,0.018883941,0.053244198,0.041266704,0.011525946,0.15086594,0.15963984,-0.010192373,0.006425859,0.164521623,0.145659702,0.017593853
OH,2017,Total,5974.91272,979.7603493,,,,,,0.050912093,0.048788298,0.004967894,0.006297654,0.045547195,0.044242667,0.001381578,0.20945893,0.21621668,-0.004897156,0.012805044,0.217366047,0.196333442,0.019154707
OK,2013,Total,4591.547424,898.1113663,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
OK,2014,Total,4690.168335,920.3113251,,,,,,0.021478796,0.024718491,0.002027976,0.000225289,0.020390119,0.0221309,-0.00173295,0.021478796,0.024718491,0.002027976,0.000225289,0.020390119,0.0221309,-0.00173295
OK,2015,Total,4875.329651,938.7765427,,,,,,0.039478607,0.020064099,0.003502706,0.004862357,0.035730004,0.034246179,0.001519551,0.061805356,0.045278545,0.005874924,0.005490748,0.056996152,0.057462224,-0.000244936
OK,2016,Total,5248.417358,976.3840408,,,,,,0.076525636,0.040060118,-0.004165514,0.01644228,0.082545024,0.060018058,0.021242142,0.14306068,0.087152526,0.001729032,0.021071671,0.144086652,0.121321904,0.021153533
OK,2017,Total,5426.516235,1014.52787,,,,,,0.033933826,0.039066419,0.013211678,0.006272723,0.020675534,0.028252564,-0.006786433,0.18184911,0.12962368,0.015197986,0.026986466,0.1675344,0.152807564,0.014719021
OR,2013,Total,4449.382935,733.7006721,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
OR,2014,Total,4546.231018,735.8019791,,,,,,0.021766633,0.002863984,-0.021376137,-0.023824628,0.046109978,0.048372134,-0.002162047,0.021766633,0.002863984,-0.021376137,-0.023824628,0.046109978,0.048372134,-0.002162047
OR,2015,Total,4698.501099,758.7371635,,,,,,0.033493698,0.031170322,-0.000111239,-0.001685308,0.034224299,0.036063798,-0.001831655,0.055989373,0.034123577,-0.020855039,-0.025050749,0.081964789,0.086608232,-0.00419047
OR,2016,Total,4888.491821,798.2567978,,,,,,0.040436454,0.052086066,0.001133189,0.009983912,0.039091191,0.030246589,0.008773918,0.098689839,0.087987006,-0.01957065,-0.015238485,0.125115158,0.120221956,0.004462054
OR,2017,Total,5112.419556,820.196022,,,,,,0.045807119,0.027483918,0.004749923,0.007962758,0.041221298,0.037698917,0.003678426,0.14901766,0.11788915,-0.014001771,-0.007117321,0.171604238,0.162603263,0.008171185
PA,2013,Total,4665.849243,706.7895241,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
PA,2014,Total,4870.263306,741.265976,,,,,,0.043810688,0.048778951,-0.017944945,-0.017043444,0.06380577,0.062912798,0.00090859,0.043810688,0.048778951,-0.017944945,-0.017043444,0.06380577,0.062912798,0.00090859
PA,2015,Total,5092.858704,758.1637459,,,,,,0.045705002,0.022795826,0.015223521,0.019768366,0.030622869,0.026077135,0.004526859,0.091518059,0.072686732,-0.002731367,0.002617134,0.096907144,0.09118428,0.005426104
PA,2016,Total,5430.361084,799.9648399,,,,,,0.066269733,0.05513465,0.015054811,0.028857601,0.050340074,0.036259737,0.013629282,0.16385266,0.13182895,0.012437482,0.031628132,0.152144386,0.131258331,0.019141098
PA,2017,Total,5696.069702,773.8626518,,,,,,0.048930194,-0.03262917,0.002959884,0.005297258,0.046060458,0.043535386,0.002416706,0.22080021,0.094898306,0.015950683,0.03724179,0.204500258,0.179571498,0.021615278
RI,2013,Total,4998.017334,605.3036976,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
RI,2014,Total,4950.986816,646.3563938,,,,,,-0.009409835,0.067821652,-0.042699213,-0.041402209,0.037756899,0.036584201,0.00148786,-0.009409835,0.067821652,-0.042699213,-0.041402209,0.037756899,0.036584201,0.00148786
RI,2015,Total,4986.579529,656.0878448,,,,,,0.007189014,0.015055859,-0.023240339,-0.013517317,0.03085212,0.020837506,0.009918956,-0.002288468,0.083898626,-0.064908258,-0.05421458,0.07004254,0.058551384,0.011376043
RI,2016,Total,5375.951904,692.9180908,,,,,,0.078084059,0.05613615,0.014202892,0.046824577,0.064012377,0.030806967,0.032447318,0.075616896,0.14474452,-0.051762393,-0.009091219,0.138405126,0.091544952,0.044296507
RI,2017,Total,5507.993164,715.6149139,,,,,,0.024561467,0.03275542,-0.001938504,-0.006029137,0.026227604,0.030834691,-0.004048028,0.10203563,0.18224111,-0.054260221,-0.015964144,0.16894077,0.126042407,0.040311676
SC,2013,Total,5505.587769,913.0244904,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SC,2014,Total,5595.719604,934.716114,,,,,,0.016370974,0.023757987,-0.02591674,-0.03345571,0.04421882,0.052429978,-0.007361209,0.016370974,0.023757987,-0.02591674,-0.03345571,0.04421882,0.052429978,-0.007361209
SC,2015,Total,5759.004272,964.3877563,,,,,,0.029180281,0.031744014,-0.011122758,-0.009587344,0.040395605,0.038936056,0.001668858,0.046028964,0.056256175,-0.036374115,-0.042351255,0.086379261,0.093829705,-0.0053174
SC,2016,Total,5994.109497,1020.784561,,,,,,0.040823936,0.058479387,0.005009462,0.0065061,0.035839307,0.034103741,0.001971017,0.088731982,0.11802539,-0.031197036,-0.036428659,0.125380209,0.13187311,-0.002486161
SC,2017,Total,6233.061523,1059.045586,,,,,,0.039864473,0.037481979,0.003233508,0.006332555,0.03630187,0.032858539,0.003312881,0.13213371,0.1599312,-0.027550377,-0.030372957,0.165818751,0.169574998,0.001280458
SD,2013,Total,5643.017639,934.9228516,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SD,2014,Total,5622.162598,957.0652466,,,,,,-0.003695725,0.02368366,-0.020024102,-0.0249627,0.019794837,0.025169568,-0.003005504,-0.003695725,0.02368366,-0.020024102,-0.0249627,0.019794837,0.025169568,-0.003005504
SD,2015,Total,6195.384521,968.3335724,,,,,,0.10195755,0.011773832,0.028362297,0.030510995,0.075014004,0.072533727,0.002154545,0.09788502,0.035736341,0.007301475,0.003920197,0.095148321,0.097195852,-0.000315267
SD,2016,Total,6281.889404,924.7390327,,,,,,0.013962795,-0.045020167,-0.039142644,-0.025195302,0.057207494,0.042561215,0.014375641,0.11321456,-0.010892684,-0.030980175,-0.019531161,0.158771539,0.145544609,0.01345548
SD,2017,Total,6733.141479,1017.250553,,,,,,0.071833812,0.10004068,0.017259139,-0.003684458,0.0563644,0.077119303,-0.018230496,0.19318101,0.088058285,-0.012313097,-0.025261364,0.223763179,0.232990127,-0.003796633
TN,2013,Total,4556.168213,872.6458015,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
TN,2014,Total,4737.996399,892.1434364,,,,,,0.039908137,0.022343125,-0.011442464,-0.013303103,0.052001767,0.054016465,-0.00186469,0.039908137,0.022343125,-0.011442464,-0.013303103,0.052001767,0.054016465,-0.00186469
TN,2015,Total,4979.883728,924.2572937,,,,,,0.051052663,0.035996296,-0.000197659,0.010694875,0.05123755,0.039924232,0.010936262,0.092998214,0.059143689,-0.011594504,-0.002796692,0.105997676,0.096173201,0.009088209
TN,2016,Total,5154.319824,958.7583847,,,,,,0.035028145,0.037328448,-0.002590096,0.005858134,0.037570188,0.028740167,0.008640374,0.13128392,0.098679878,-0.01406504,0.003023481,0.147648627,0.128010239,0.01787763
TN,2017,Total,5306.263977,1006.41256,,,,,,0.029478991,0.049704049,-0.002856952,0.000818119,0.032606705,0.028811559,0.003682372,0.16463302,0.15328872,-0.017170691,0.003689221,0.184717968,0.160492705,0.021615972
TX,2013,Total,5110.118713,892.2597961,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
TX,2014,Total,5374.111572,925.7288361,,,,,,0.051660806,0.037510421,0.008345505,0.002339205,0.04426395,0.050446514,-0.005839965,0.051660806,0.037510421,0.008345505,0.002339205,0.04426395,0.050446514,-0.005839965
TX,2015,Total,5654.894165,961.3302612,,,,,,0.052247256,0.038457725,0.002261051,0.006636327,0.050019618,0.045452042,0.004422858,0.1066072,0.077410713,0.01081782,0.008790946,0.097026769,0.098732207,-0.001418732
TX,2016,Total,5959.815186,1004.488373,,,,,,0.053921614,0.044894155,0.00692841,0.014843757,0.047408517,0.038834889,0.008429625,0.16627724,0.12578015,0.019129797,0.024174954,0.148769336,0.141369846,0.007238602
TX,2017,Total,6056.685059,1032.299385,,,,,,0.016253838,0.027686743,0.002494919,0.000384438,0.013950772,0.016210505,-0.002053466,0.18523373,0.15694934,0.021603667,0.023998345,0.16388154,0.159373932,0.005430777
UT,2013,Total,3772.562256,745.3465729,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
UT,2014,Total,4042.374146,773.4021378,,,,,,0.071519531,0.037640966,-0.003144939,0.005675188,0.076280516,0.066401507,0.008955594,0.071519531,0.037640966,-0.003144939,0.005675188,0.076280516,0.066401507,0.008955594
UT,2015,Total,4142.070984,791.725502,,,,,,0.024662942,0.023691898,-0.014851464,-0.005150524,0.040758587,0.030797354,0.009868748,0.097946353,0.062224649,-0.017682249,0.000657649,0.120310898,0.099230622,0.018987637
UT,2016,Total,4442.464111,798.2313156,,,,,,0.072522447,0.008217259,0.015676162,0.041814707,0.056684042,0.029657028,0.026336642,0.17757212,0.070953228,-0.001998963,0.04274206,0.183469452,0.13142642,0.046205051
UT,2017,Total,4498.724915,816.2114182,,,,,,0.012664324,0.022524927,-0.015386405,-0.005555164,0.02830422,0.018133631,0.010056466,0.19248527,0.095076367,-0.01654627,0.03687964,0.216780279,0.151127134,0.056735169
VA,2013,Total,4673.566589,698.2514191,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
VA,2014,Total,4847.649048,731.0558777,,,,,,0.03724831,0.046980869,-0.001505644,-0.004078751,0.038941056,0.04165375,-0.002533203,0.03724831,0.046980869,-0.001505644,-0.004078751,0.038941056,0.04165375,-0.002533203
VA,2015,Total,5034.584839,763.6950188,,,,,,0.038562153,0.044646576,-0.008365139,-0.000779816,0.047466354,0.039364196,0.007774591,0.077246837,0.093724981,-0.009784171,-0.004838332,0.088423999,0.082813521,0.005261193
VA,2016,Total,5200.034119,809.7561302,,,,,,0.032862548,0.060313489,0.002645698,0.010746903,0.030081841,0.021704416,0.008223734,0.11264791,0.15969135,-0.007219017,0.005823819,0.121443102,0.106799977,0.013519537
VA,2017,Total,5455.235962,835.3157387,,,,,,0.049076956,0.031564575,0.006235369,0.005954099,0.042948914,0.043308841,-0.000314674,0.16725329,0.19629651,-0.001116389,0.011770404,0.169191878,0.154318886,0.013304299
VT,2013,Total,5184.250427,822.1271706,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
VT,2014,Total,5025.803772,848.3337669,,,,,,-0.030563079,0.031876571,-0.02572989,-0.048732887,-0.003736363,0.022412184,-0.02400095,-0.030563079,0.031876571,-0.02572989,-0.048732887,-0.003736363,0.022412184,-0.02400095
VT,2015,Total,5255.966797,877.0757294,,,,,,0.04579626,0.033880487,0.037750928,0.033873986,0.009591783,0.01187591,-0.002560125,0.013833508,0.066837057,0.010118749,-0.017761405,0.007509692,0.035550673,-0.026787265
VT,2016,Total,5756.13092,916.5710526,,,,,,0.0951612,0.045030687,-0.007501247,0.021858834,0.106456301,0.072350622,0.031721513,0.11031112,0.11487746,0.00221586,0.002978986,0.110508798,0.110607084,0.001820394
VT,2017,Total,6102.893555,960.9700012,,,,,,0.06024231,0.04844027,0.013500836,0.017909104,0.049908726,0.044989666,0.005099616,0.17719883,0.16888243,0.01377256,0.020406527,0.161348103,0.155570006,0.006663702
WA,2013,Total,4631.822327,747.9190636,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WA,2014,Total,4766.974487,737.2505112,,,,,,0.029179046,-0.014264314,-0.034681443,-0.029697779,0.067235841,0.061523009,0.005631244,0.029179046,-0.014264314,-0.034681443,-0.029697779,0.067235841,0.061523009,0.005631244
WA,2015,Total,4944.067993,747.5984116,,,,,,0.037150085,0.0140358,0.000286716,0.000578637,0.037154725,0.036962647,0.00023335,0.067413136,-0.000428726,-0.034183956,-0.028995667,0.106854727,0.101144893,0.005874947
WA,2016,Total,5072.603394,762.0339241,,,,,,0.025997903,0.01930918,-0.00964411,0.003260665,0.03547435,0.022309095,0.013026652,0.095163636,0.018872177,-0.043303199,-0.025761436,0.146486459,0.126635347,0.019033992
WA,2017,Total,5347.515869,774.5386353,,,,,,0.054195538,0.016409652,0.004744781,0.002827702,0.048699912,0.050546807,-0.00182164,0.15451662,0.035591513,-0.038137632,-0.022819254,0.203125298,0.184463814,0.017156014
WI,2013,Total,5368.27124,885.7757797,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WI,2014,Total,5570.616455,912.449646,,,,,,0.037692808,0.030113565,-0.010316011,-0.008590884,0.049340857,0.047573016,0.001772434,0.037692808,0.030113565,-0.010316011,-0.008590884,0.049340857,0.047573016,0.001772434
WI,2015,Total,5755.60498,946.0619087,,,,,,0.033207908,0.036837388,-0.006549693,-0.004808165,0.040830273,0.038904886,0.001854705,0.072152413,0.068060257,-0.016851213,-0.013505852,0.091865926,0.08833521,0.003595671
WI,2016,Total,6151.140869,980.2590904,,,,,,0.068721861,0.036146875,0.00654004,0.026761397,0.061906584,0.04101049,0.020241134,0.14583273,0.1066673,-0.009908115,0.013153184,0.160031531,0.133989647,0.023993493
WI,2017,Total,6354.821045,1015.003437,,,,,,0.033112586,0.035444044,-0.008090076,-0.008013224,0.040764555,0.040644168,0.000215812,0.1837742,0.14589207,-0.017541096,0.004816997,0.207657054,0.180493465,0.024316334
WV,2013,Total,5590.869873,822.4605637,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WV,2014,Total,5746.652466,850.3487015,,,,,,0.027863748,0.033908177,-0.006933158,-0.018200962,0.036349766,0.048041262,-0.011058263,0.027863748,0.033908177,-0.006933158,-0.018200962,0.036349766,0.048041262,-0.011058263
WV,2015,Total,5859.713379,893.6475258,,,,,,0.019674221,0.050918903,-0.007929149,-0.014240287,0.028037087,0.03535647,-0.006392671,0.048086166,0.086553648,-0.014386342,-0.031688031,0.06554154,0.085609068,-0.017082869
WV,2016,Total,6310.089111,966.9566917,,,,,,0.076859683,0.082033649,-0.002067823,0.035880665,0.078748911,0.039143185,0.038504229,0.12864174,0.17568761,-0.016495112,0.002385159,0.149149675,0.128070159,0.020034204
WV,2017,Total,6812.840088,1018.265274,,,,,,0.079674147,0.053061925,0.013058529,0.011744002,0.066965929,0.068594713,-0.001416048,0.21856532,0.23807186,-0.003386611,0.013903055,0.225480922,0.205096973,0.017948995
WY,2013,Total,6007.831909,911.7511597,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WY,2014,Total,6361.684387,964.6140442,,,,,,0.058898531,0.057979509,-0.004087345,0.013822975,0.064464173,0.045964186,0.018391341,0.058898531,0.057979509,-0.004087345,0.013822975,0.064464173,0.045964186,0.018391341
WY,2015,Total,6690.806702,981.043602,,,,,,0.051735088,0.01703226,-0.011740103,-0.004906903,0.064811017,0.057156214,0.006973678,0.11368074,0.07599929,-0.015616999,0.008642459,0.132770382,0.104971141,0.025653777
WY,2016,Total,6887.641174,981.2004623,,,,,,0.029418645,0.000159891,-0.009135217,0.008342972,0.041157108,0.02276831,0.017497453,0.14644372,0.076171331,-0.024265737,0.016879086,0.178808488,0.130172418,0.043487315
WY,2017,Total,6694.771057,1035.821259,,,,,,-0.028002346,0.055667315,-0.019096529,-0.039321653,-0.011569681,0.009377276,-0.021009499,0.11434061,0.13607891,-0.04147569,-0.02226678,0.165209468,0.141587703,0.021261507
US,2013,Total,4833.758545,776.4012871,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
US,2014,Total,4974.470581,791.8727264,,,,,,0.029110273,0.019927118,-0.017733799,-0.017332345,0.048111342,0.047660938,0.000486112,0.029110273,0.019927118,-0.017733799,-0.017332345,0.048111342,0.047660938,0.000486112
US,2015,Total,5161.828369,816.1223297,,,,,,0.037663866,0.030623106,-0.007426692,-0.002643419,0.045392618,0.040428175,0.004847839,0.067870542,0.051160455,-0.024884667,-0.019869937,0.095967302,0.090389324,0.005364155
US,2016,Total,5415.68512,848.7130928,,,,,,0.049179617,0.039933674,0.002079303,0.012888138,0.047026738,0.03578968,0.0109041,0.12038801,0.093137152,-0.022691841,-0.007200914,0.147682533,0.12986511,0.01640332
US,2017,Total,5640.7771,870.8579712,,,,,,0.041562974,0.026092302,0.00474177,0.005069464,0.036666791,0.036336633,0.000386551,0.16695467,0.12165962,-0.017719152,-0.002132118,0.189404055,0.170574617,0.016907763
